ID,lemma,pos,frequency
2006,crédito,NOUN,1187
2007,alcalde,NOUN,1187
2008,tendrar,VERB,1186
2009,recurso,NOUN,1186
2010,revelar,VERB,1185
2011,don,NOUN,1184
2012,tã,PROPN,1183
2013,harto,ADJ,1182
2014,experto,NOUN,1182
2015,are,PROPN,1181
2016,olor,NOUN,1180
2017,presencia,NOUN,1179
2018,asã­,VERB,1179
2019,campaña,NOUN,1178
2020,on,PROPN,1178
2021,escrito,ADJ,1177
2022,bien?\nno,PROPN,1176
2023,ala,NOUN,1176
2024,máximo,ADJ,1175
2025,aã±o,PROPN,1175
2026,letra,NOUN,1174
2027,juzgar,VERB,1174
2028,cura,NOUN,1174
2029,pensado,ADJ,1173
2030,favor.\nno,NOUN,1173
2031,espectáculo,NOUN,1173
2032,ciudadano,NOUN,1173
2033,bordo,NOUN,1171
2034,delito,NOUN,1171
2035,promesa,NOUN,1171
2036,dormido,ADJ,1170
2037,borracho,ADJ,1168
2038,milla,NOUN,1167
2039,martin,PROPN,1166
2040,proponer,VERB,1163
2041,solución,NOUN,1163
2042,detective,PROPN,1163
2043,publicar,VERB,1160
2044,conectar,VERB,1160
2045,acaso,ADV,1160
2046,moneda,NOUN,1160
2047,estã¡s,ADJ,1160
2048,presionar,VERB,1159
2049,soy,PROPN,1157
2050,chiste,NOUN,1157
2051,sal,PROPN,1156
2052,know,PROPN,1156
2053,i,PROPN,1154
2054,gracias,PROPN,1153
2055,nada.\nno,SCONJ,1151
2056,social,ADJ,1151
2057,tontería,NOUN,1151
2058,dave,PROPN,1151
2059,tanque,NOUN,1151
2060,mira,PROPN,1150
2061,parecido,ADJ,1150
2062,contar él,VERB,1148
2063,galleta,NOUN,1148
2064,dã³nde,PROPN,1147
2065,encontrado,ADJ,1147
2066,a.,PROPN,1147
2067,di,PROPN,1147
2068,tãº,VERB,1146
2069,aventura,NOUN,1146
2070,agencia,NOUN,1144
2071,policã­a,NOUN,1142
2072,sensación,NOUN,1142
2073,lady,PROPN,1142
2074,extra,ADJ,1141
2075,seguridad,PROPN,1141
2076,sal,VERB,1140
2077,dispositivo,NOUN,1140
2078,parecer,NOUN,1139
2079,rechazar,VERB,1138
2080,alarma,NOUN,1138
2081,claire,PROPN,1137
2082,comportamiento,NOUN,1136
2083,parado,ADJ,1135
2084,anterior,ADJ,1135
2085,polvo,NOUN,1134
2086,has,NOUN,1132
2087,leo,PROPN,1131
2088,consciente,ADJ,1130
2089,arrastrar,VERB,1130
2090,sábado,NOUN,1130
2091,piens,NOUN,1129
2092,ír,AUX,1127
2093,tuyo,VERB,1126
2094,sentir él,VERB,1126
2095,.\nno,PUNCT,1126
2096,kevin,PROPN,1126
2097,iniciar,VERB,1125
2098,comunicación,NOUN,1125
2099,siento,PROPN,1125
2100,parís,PROPN,1124
2101,universo,NOUN,1123
2102,tribunal,NOUN,1122
2103,escenario,NOUN,1121
2104,arresto,NOUN,1120
2105,curar,VERB,1120
2106,william,PROPN,1119
2107,capturar,VERB,1118
2108,señorita,NOUN,1118
2109,intentar él,VERB,1117
2110,sano,ADJ,1117
2111,girar,VERB,1116
2112,expediente,NOUN,1115
2113,u,CCONJ,1115
2114,botón,NOUN,1115
2115,espía,NOUN,1114
2116,all,PROPN,1114
2117,aprovechar,VERB,1111
2118,quiã,NOUN,1110
2119,mía,DET,1110
2120,protección,NOUN,1110
2121,combate,NOUN,1110
2122,celda,NOUN,1108
2123,relacionado,ADJ,1107
2124,criminal,NOUN,1107
2125,pretender,VERB,1105
2126,ojalá,INTJ,1104
2127,victoria,NOUN,1104
2128,aquã­.,NOUN,1104
2129,capacidad,NOUN,1103
2130,violencia,NOUN,1103
2131,serio?\nsí,PROPN,1102
2132,centavo,NOUN,1102
2133,enterrar,VERB,1102
2134,cuanto,DET,1101
2135,chuck,PROPN,1101
2136,cã³mo,NOUN,1101
2137,amante,NOUN,1100
2138,habiar,VERB,1100
2139,comunidad,NOUN,1100
2140,borrar,VERB,1100
2141,jurado,NOUN,1100
2142,acá,ADV,1100
2143,darte,NOUN,1099
2144,desarrollar,VERB,1099
2145,cabrón,NOUN,1099
2146,conductor,NOUN,1098
2147,convertir él,VERB,1097
2148,traer él,VERB,1095
2149,voluntad,NOUN,1094
2150,puedo,PROPN,1092
2151,maleta,NOUN,1092
2152,vacío,ADJ,1091
2153,podã­ar,VERB,1091
2154,explosión,NOUN,1091
2155,pasillo,NOUN,1089
2156,pregunto,NOUN,1089
2157,thomas,PROPN,1089
2158,adecuado,ADJ,1088
2159,dra.,PUNCT,1088
2160,sencillo,ADJ,1087
2161,rodilla,NOUN,1086
2162,bien.\nestar,AUX,1085
2163,qué?\nno,VERB,1085
2164,insistir,VERB,1082
2165,excusa,NOUN,1081
2166,necesitas,NOUN,1081
2167,norte,PROPN,1080
2168,vete,PROPN,1080
2169,tomar él,VERB,1079
2170,este,NOUN,1078
2171,pájaro,NOUN,1078
2172,salón,NOUN,1078
2173,bello,ADJ,1078
2174,límite,NOUN,1078
2175,rã¡pido,ADJ,1077
2176,milagro,NOUN,1077
2177,maã±ana,NOUN,1075
2178,normalmente,ADV,1075
2179,kilo,NOUN,1075
2180,chocolate,NOUN,1074
2181,scott,PROPN,1074
2182,votar,VERB,1073
2183,veinte,NUM,1072
2184,no.\nno,ADJ,1072
2185,lleva,NOUN,1072
2186,19,NUM,1072
2187,domingo,NOUN,1070
2188,nãºmero,NOUN,1069
2189,vigilancia,NOUN,1069
2190,desayuno,NOUN,1069
2191,lento,ADJ,1069
2192,periodista,NOUN,1069
2193,internet,PROPN,1067
2194,frase,NOUN,1067
2195,salgar,VERB,1067
2196,encerrado,ADJ,1067
2197,operar,VERB,1066
2198,ignorar,VERB,1065
2199,ves,PROPN,1065
2200,útil,ADJ,1065
2201,ted,PROPN,1065
2202,cuerda,NOUN,1065
2203,we,PROPN,1065
2204,ayudarte,ADJ,1064
2205,arrojar,VERB,1062
2206,día,PROPN,1062
2207,ritmo,NOUN,1061
2208,ningãºn,ADP,1061
2209,ocasión,NOUN,1060
2210,ciego,ADJ,1059
2211,asã­,NOUN,1057
2212,conectado,ADJ,1056
2213,rachel,PROPN,1056
2214,pesado,ADJ,1055
2215,deshacer,VERB,1054
2216,sombra,NOUN,1053
2217,te,INTJ,1053
2218,advertir,VERB,1052
2219,cuanto,PRON,1051
2220,solicitar,VERB,1049
2221,serás,VERB,1049
2222,quizã,VERB,1049
2223,papa,PROPN,1047
2224,oficial,NOUN,1047
2225,responsable,NOUN,1047
2226,chicos,PROPN,1047
2227,encerrar,VERB,1046
2228,louis,PROPN,1046
2229,mina,NOUN,1045
2230,noches.\nbuena,ADJ,1045
2231,desgracia,NOUN,1044
2232,sexy,ADJ,1044
2233,entrenamiento,NOUN,1044
2234,hierba,NOUN,1043
2235,tráfico,NOUN,1042
2236,tendré,ADJ,1042
2237,dejastar,VERB,1041
2238,jardín,NOUN,1041
2239,sã,NOUN,1040
2240,participar,VERB,1040
2241,pase,NOUN,1039
2242,darte,ADV,1039
2243,santo,NOUN,1039
2244,l.,PROPN,1038
2245,detener él,VERB,1038
2246,harã,PROPN,1038
2247,negociar,VERB,1036
2248,with,PROPN,1036
2249,presente,ADJ,1034
2250,sección,NOUN,1034
2251,vía,NOUN,1034
2252,físico,ADJ,1034
2253,asqueroso,ADJ,1033
2254,término,NOUN,1033
2255,comandante,PROPN,1032
2256,emily,PROPN,1032
2257,eras,PROPN,1032
2258,aquí.\ny,PROPN,1031
2259,>,NUM,1031
2260,crisis,NOUN,1030
2261,pantalla,NOUN,1030
2262,hoja,NOUN,1029
2263,adulto,NOUN,1028
2264,lamento,PROPN,1028
2265,lobo,NOUN,1028
2266,cagar,VERB,1027
2267,vampiro,NOUN,1027
2268,tus,NOUN,1027
2269,reír,VERB,1026
2270,espere,PROPN,1025
2271,reina,PROPN,1024
2272,francés,ADJ,1024
2273,muchacha,NOUN,1023
2274,aprobar,VERB,1022
2275,tumba,NOUN,1022
2276,profesional,ADJ,1022
2277,debo,VERB,1022
2278,conferencia,NOUN,1022
2279,sir,PROPN,1021
2280,procedimiento,NOUN,1020
2281,ella.\nno,NOUN,1020
2282,hicistir,VERB,1020
2283,hombro,NOUN,1020
2284,helicóptero,NOUN,1020
2285,él.\nno,PRON,1018
2286,portar,VERB,1018
2287,sabio,ADJ,1017
2288,tendré,VERB,1017
2289,verter,VERB,1016
2290,despacho,NOUN,1016
2291,lío,NOUN,1016
2292,teniente,PROPN,1015
2293,qué?\nno,SCONJ,1015
2294,torre,NOUN,1014
2295,teniente,NOUN,1014
2296,odio,VERB,1013
2297,coño,INTJ,1013
2298,chicago,PROPN,1013
2299,clark,PROPN,1013
2300,perfil,NOUN,1011
2301,vencer,VERB,1011
2302,enamorar,VERB,1011
2303,quiã,SCONJ,1010
2304,gustarã­ar,VERB,1009
2305,circunstancia,NOUN,1009
2306,venga,INTJ,1009
2307,be,PROPN,1009
2308,comentario,NOUN,1009
2309,sargento,PROPN,1009
2310,intenta,NOUN,1008
2311,experimento,NOUN,1008
2312,escondido,ADJ,1008
2313,red,PROPN,1007
2314,pillar,VERB,1006
2315,plano,NOUN,1006
2316,avanzar,VERB,1005
2317,coronel,NOUN,1005
2318,pete,PROPN,1004
2319,diamante,NOUN,1003
2320,frontera,NOUN,1003
2321,roma,PROPN,1002
2322,junta,NOUN,1002
2323,anna,PROPN,1002
2324,armario,NOUN,1002
2325,eric,PROPN,1002
2326,nada.\nno,PRON,1001
2327,instrucción,NOUN,1001
2328,creer él,VERB,1000
2329,funeral,NOUN,999
2330,pudiera,NOUN,999
2331,contrario,NOUN,998
2332,aquã­,PRON,998
2333,sesión,NOUN,997
2334,jason,PROPN,997
2335,lindo,NOUN,996
2336,estuviera,NOUN,996
2337,inmediatamente,ADV,996
2338,describir,VERB,996
2339,encantador,ADJ,995
2340,aterrizar,VERB,995
2341,frío,ADJ,995
2342,jesús,PROPN,994
2343,original,ADJ,994
2344,blanca,PROPN,994
2345,aquí?\nno,NOUN,993
2346,patrón,NOUN,993
2347,howard,PROPN,992
2348,â¿cã³mo,PROPN,990
2349,roca,NOUN,990
2350,cuánto,NOUN,990
2351,reacción,NOUN,990
2352,raza,NOUN,989
2353,22,NUM,989
2354,yo.\nno,SCONJ,989
2355,inglés,NOUN,989
2356,adam,PROPN,988
2357,lago,NOUN,988
2358,chaqueta,NOUN,988
2359,california,PROPN,988
2360,venga,PROPN,988
2361,sostener,VERB,987
2362,larry,PROPN,987
2363,mínimo,ADJ,986
2364,criminal,ADJ,986
2365,â¿quã,PROPN,985
2366,podrías,PROPN,985
2367,compromiso,NOUN,984
2368,lluvia,NOUN,984
2369,aparte,ADV,984
2370,dudo,ADJ,984
2371,grabación,NOUN,983
2372,luke,PROPN,983
2373,tan,NOUN,983
2374,teatro,NOUN,982
2375,incidente,NOUN,982
2376,desaparecido,ADJ,981
2377,comercial,ADJ,981
2378,localizar,VERB,980
2379,sospechar,VERB,980
2380,beneficio,NOUN,979
2381,vién,NOUN,978
2382,ten,PROPN,978
2383,puto,ADJ,977
2384,menudo,NOUN,977
2385,venganza,NOUN,975
2386,45,NUM,975
2387,quierar,VERB,974
2388,mueir,VERB,974
2389,get,PROPN,974
2390,aviso,NOUN,974
2391,kate,PROPN,973
2392,pusistar,VERB,973
2393,pastilla,NOUN,972
2394,guardia,PROPN,972
2395,labio,NOUN,971
2396,bienvenida,NOUN,971
2397,pón,NOUN,971
2398,civil,ADJ,971
2399,ángel,NOUN,971
2400,perdón,NOUN,971
2401,barato,ADJ,970
2402,celular,NOUN,970
2403,l,CCONJ,970
2404,sonrisa,NOUN,970
2405,terreno,NOUN,970
2406,n.,PROPN,969
2407,curiosidad,NOUN,969
2408,nadar,VERB,969
2409,bastardo,NOUN,968
2410,ãºnica,PROPN,967
2411,signo,NOUN,967
2412,organización,NOUN,966
2413,erar,AUX,965
2414,phil,PROPN,965
2415,and,NOUN,965
2416,ciudad,PROPN,964
2417,quitar él,VERB,964
2418,juguete,NOUN,964
2419,linda,PROPN,964
2420,qué,NOUN,963
2421,oscuridad,NOUN,963
2422,teniar,VERB,963
2423,brian,PROPN,963
2424,mental,ADJ,961
2425,extraño,NOUN,961
2426,barra,NOUN,960
2427,.que,PUNCT,960
2428,joey,PROPN,960
2429,trozo,NOUN,960
2430,.\n,VERB,960
2431,haber tú,VERB,959
2432,chino,ADJ,957
2433,escritor,NOUN,957
2434,cola,NOUN,956
2435,soñar,VERB,955
2436,fútbol,NOUN,955
2437,callar,VERB,954
2438,80,NUM,954
2439,este,PROPN,954
2440,casar él,VERB,952
2441,placa,NOUN,952
2442,cafã,PROPN,951
2443,llevarte,NOUN,951
2444,fijar,VERB,950
2445,encajar,VERB,950
2446,lunes,NOUN,949
2447,estoy,PROPN,947
2448,temporada,NOUN,947
2449,demanda,NOUN,947
2450,alejado,ADJ,947
2451,interior,NOUN,947
2452,pene,NOUN,946
2453,sangrar,VERB,946
2454,barry,PROPN,946
2455,21,NUM,944
2456,amistad,NOUN,944
2457,cubierto,ADJ,944
2458,impresión,NOUN,943
2459,grace,PROPN,942
2460,no?\nsí,ADJ,942
2461,conseguí,VERB,941
2462,tesoro,NOUN,941
2463,concierto,NOUN,941
2464,américa,PROPN,939
2465,robot,NOUN,938
2466,punta,NOUN,937
2467,â¿dã³nde,PRON,936
2468,atractivo,ADJ,936
2469,té,PROPN,935
2470,fresco,ADJ,935
2471,entrenador,NOUN,935
2472,sigu,NOUN,933
2473,morder,VERB,933
2474,túnel,NOUN,933
2475,título,NOUN,933
2476,jame,ADJ,933
2477,pesadilla,NOUN,932
2478,ángeles,PROPN,932
2479,nuclear,ADJ,931
2480,fábrica,NOUN,931
2481,transporte,NOUN,930
2482,lisa,PROPN,929
2483,europa,PROPN,929
2484,servicio,PROPN,929
2485,cuando,PRON,928
2486,actitud,NOUN,927
2487,reserva,NOUN,926
2488,estã,ADV,926
2489,jodir,VERB,926
2490,big,PROPN,926
2491,confesar,VERB,925
2492,identificación,NOUN,925
2493,daniel,PROPN,925
2494,cansar,VERB,925
2495,terrorista,NOUN,925
2496,afortunado,ADJ,924
2497,tender,VERB,924
2498,dartir,VERB,924
2499,viste,NOUN,923
2500,bolso,NOUN,923
2501,cariã±o,PROPN,921
2502,kim,PROPN,921
2503,dijiste,PROPN,921
2504,echar él,VERB,921
2505,abrigo,NOUN,920
2506,curioso,ADJ,919
2507,largo,NOUN,919
2508,tropa,NOUN,919
2509,fortuna,NOUN,918
2510,determinar,VERB,918
2511,tuyo,NOUN,918
2512,fã¡cil,ADJ,918
2513,â¿en,NOUN,918
2514,ahorrar,VERB,918
2515,encontré,ADJ,918
2516,móvil,NOUN,918
2517,disponible,ADJ,917
2518,futuro,ADJ,916
2519,protocolo,NOUN,916
2520,acaba,NOUN,915
2521,tono,NOUN,914
2522,emocionado,ADJ,913
2523,mata,PROPN,913
2524,refier,NOUN,912
2525,analizar,VERB,912
2526,entrega,NOUN,912
2527,90,NUM,911
2528,perra,PROPN,909
2529,is,AUX,909
2530,espejo,NOUN,908
2531,toma,NOUN,907
2532,habéis,ADV,907
2533,hicistar,VERB,906
2534,tv,NOUN,906
2535,patear,VERB,905
2536,interrumpir,VERB,904
2537,conocerte,NOUN,904
2538,porqué,NOUN,904
2539,ofender,VERB,904
2540,probabilidad,NOUN,904
2541,custodia,NOUN,903
2542,temo,NOUN,903
2543,vinistir,VERB,903
2544,coincidir,VERB,901
2545,ãºltima,PROPN,901
2546,explicación,NOUN,901
2547,territorio,NOUN,900
2548,da,ADJ,900
2549,estã¡n,ADJ,900
2550,harã,NOUN,899
2551,like,PROPN,899
2552,tã­o,PROPN,899
2553,doctora,NOUN,899
2554,refier,ADJ,898
2555,juntar,VERB,898
2556,tus,NUM,898
2557,francia,PROPN,898
2558,madera,NOUN,897
2559,amy,PROPN,897
2560,inglaterra,PROPN,897
2561,genial,PROPN,896
2562,rezar,VERB,896
2563,is,VERB,896
2564,armar,VERB,894
2565,príncipe,NOUN,894
2566,irte,NOUN,894
2567,estadounidense,ADJ,894
2568,tendrã,PROPN,893
2569,dia,NOUN,893
2570,aclarar,VERB,892
2571,jeff,PROPN,892
2572,piscina,NOUN,892
2573,herramienta,NOUN,891
2574,ama,NOUN,890
2575,conoces,PROPN,889
2576,nieve,NOUN,889
2577,detectar,VERB,888
2578,harvey,PROPN,887
2579,palo,NOUN,887
2580,campeón,NOUN,886
2581,hazme,VERB,886
2582,sient,NOUN,886
2583,baja,NOUN,885
2584,manzana,NOUN,885
2585,rendir,VERB,885
2586,función,NOUN,883
2587,es.\nno,VERB,882
2588,regalar,VERB,882
2589,personalmente,ADV,882
2590,oído,NOUN,882
2591,noche,PROPN,882
2592,enfermar,VERB,882
2593,oigan,PROPN,880
2594,llamastir,VERB,880
2595,alan,PROPN,880
2596,deberã­ir,VERB,880
2597,ed,PROPN,880
2598,patio,NOUN,879
2599,activar,VERB,879
2600,rumbo,NOUN,879
2601,estã¡s,PROPN,876
2602,sé.\npero,ADJ,876
2603,asalto,NOUN,876
2604,vergüenza,NOUN,876
2605,morgan,PROPN,876
2606,tío,PROPN,875
2607,esto?\nno,VERB,875
2608,traicionar,VERB,874
2609,llama,PROPN,874
2610,suave,ADJ,873
2611,diversión,NOUN,873
2612,inútil,ADJ,873
2613,doce,NUM,873
2614,rehén,NOUN,873
2615,sí.\nno,VERB,872
2616,charla,NOUN,872
2617,matt,PROPN,872
2618,mover él,VERB,872
2619,preocupación,NOUN,871
2620,frecuencia,NOUN,870
2621,ee,PROPN,870
2622,antecedente,NOUN,869
2623,dser,VERB,869
2624,interno,ADJ,869
2625,método,NOUN,868
2626,consejo,PROPN,867
2627,kyle,PROPN,867
2628,celoso,ADJ,866
2629,buena,PROPN,866
2630,nombrar,VERB,866
2631,eso?\nno,NOUN,866
2632,rescate,NOUN,865
2633,felicidad,NOUN,865
2634,temperatura,NOUN,865
2635,cuánto,PROPN,865
2636,â¿y,VERB,864
2637,reportar,VERB,863
2638,poli,NOUN,863
2639,destrozar,VERB,863
2640,locar,VERB,863
2641,haber yo,AUX,863
2642,cristal,NOUN,863
2643,teta,NOUN,862
2644,ver,NOUN,862
2645,agradecido,ADJ,861
2646,carter,PROPN,861
2647,firme,ADJ,861
2648,empujar,VERB,861
2649,bastante,DET,860
2650,cerdo,NOUN,860
2651,ejercicio,NOUN,860
2652,maría,PROPN,859
2653,yo,PROPN,859
2654,candidato,NOUN,858
2655,nacional,ADJ,857
2656,sã ,VERB,857
2657,terapia,NOUN,857
2658,solucionar,VERB,856
2659,audiencia,NOUN,856
2660,alegro,NOUN,856
2661,paciente,ADJ,856
2662,cartel,NOUN,855
2663,centro,PROPN,854
2664,cuanto,ADV,854
2665,desesperado,ADJ,854
2666,quedser,VERB,854
2667,surgir,VERB,853
2668,basado,ADJ,853
2669,alemán,NOUN,853
2670,joder,PROPN,852
2671,caza,NOUN,852
2672,querã­ir,VERB,852
2673,apetecer,VERB,851
2674,meta,NOUN,851
2675,lástima,NOUN,851
2676,princesa,NOUN,851
2677,bloquear,VERB,851
2678,cuadro,NOUN,850
2679,auténtico,ADJ,850
2680,frente,ADV,849
2681,pasear,VERB,848
2682,ducha,NOUN,848
2683,coma,NOUN,848
2684,estuvistir,VERB,848
2685,inspector,NOUN,848
2686,dudar,VERB,847
2687,favor,VERB,847
2688,paliza,NOUN,846
2689,central,PROPN,846
2690,científico,NOUN,846
2691,anunciar,VERB,845
2692,popular,ADJ,845
2693,haría,NOUN,844
2694,inmediato,NOUN,844
2695,imagino,ADJ,843
2696,rick,PROPN,843
2697,salvar él,VERB,843
2698,lado,ADJ,842
2699,castigar,VERB,842
2700,alegro,ADJ,841
2701,fotografía,NOUN,841
2702,es?\nno,VERB,840
2703,depósito,NOUN,840
2704,reputación,NOUN,839
2705,vuestra,ADJ,839
2706,23,NUM,839
2707,maldición,NOUN,838
2708,violento,ADJ,838
2709,vegas,PROPN,837
2710,coño,NOUN,837
2711,instalación,NOUN,837
2712,muñeca,NOUN,837
2713,terminado,ADJ,836
2714,bestia,NOUN,835
2715,piensa,ADJ,835
2716,actual,ADJ,835
2717,vuelve,PROPN,835
2718,deporte,NOUN,835
2719,coincidencia,NOUN,834
2720,ira,NOUN,834
2721,saludar,VERB,834
2722,señoría,PROPN,834
2723,ensayo,NOUN,833
2724,majestad,PROPN,833
2725,elegante,ADJ,832
2726,gira,NOUN,832
2727,positivo,ADJ,832
2728,bota,NOUN,832
2729,no.\nno,VERB,832
2730,patrulla,NOUN,831
2731,precisamente,ADV,831
2732,cinturón,NOUN,831
2733,querã­ar,VERB,830
2734,despuã,PROPN,830
2735,tubo,NOUN,830
2736,comportar,VERB,829
2737,vestir,VERB,829
2738,político,ADJ,829
2739,gary,PROPN,829
2740,?\nno,VERB,828
2741,onda,NOUN,828
2742,jones,PROPN,827
2743,vendedor,NOUN,826
2744,sabor,NOUN,825
2745,poseer,VERB,825
2746,hank,PROPN,825
2747,st,PROPN,824
2748,rubio,ADJ,824
2749,cigarrillo,NOUN,824
2750,dame,NOUN,823
2751,bien.\ngracias,PROPN,823
2752,mira,INTJ,823
2753,iré,PROPN,823
2754,pasajero,NOUN,823
2755,importancia,NOUN,823
2756,ambulancia,NOUN,822
2757,casualidad,NOUN,821
2758,círculo,NOUN,821
2759,amigo,PROPN,820
2760,dean,PROPN,820
2761,comunicar,VERB,819
2762,entendido,ADJ,819
2763,muro,NOUN,818
2764,parada,NOUN,817
2765,out,PROPN,817
2766,diablo,PROPN,817
2767,explicar él,VERB,816
2768,filmar,VERB,816
2769,tãº,NOUN,815
2770,obligado,ADJ,815
2771,conservar,VERB,815
2772,reparar,VERB,815
2773,pasar él,VERB,815
2774,estupendo,VERB,814
2775,ido,ADJ,814
2776,sacastar,VERB,814
2777,boleto,NOUN,813
2778,ross,PROPN,813
2779,enojar,VERB,812
2780,compañera,NOUN,812
2781,ayudante,NOUN,812
2782,parir,VERB,811
2783,consecuencia,NOUN,811
2784,oliver,PROPN,810
2785,te,PROPN,810
2786,nacional,PROPN,810
2787,valioso,ADJ,810
2788,city,PROPN,809
2789,sótano,NOUN,809
2790,misil,NOUN,809
2791,disculpa,PROPN,809
2792,vomitar,VERB,808
2793,seguido,ADJ,808
2794,prã³ximo,ADJ,808
2795,pasã³,VERB,808
2796,ahã­,NOUN,808
2797,jueves,NOUN,808
2798,sean,PROPN,807
2799,trabajador,NOUN,807
2800,moda,NOUN,806
2801,opinar,VERB,806
2802,pasã³,PROPN,806
2803,dirã,NOUN,806
2804,bien.\ny,PROPN,804
2805,ahora.\nno,VERB,803
2806,â¿por,INTJ,803
2807,oculto,ADJ,803
2808,rodar,VERB,803
2809,oeste,PROPN,803
2810,grandioso,ADJ,802
2811,quinto,ADJ,802
2812,bien.\nsí,PROPN,802
2813,violación,NOUN,802
2814,interior,ADJ,802
2815,darã,PROPN,802
2816,diz,ADJ,801
2817,dico,ADJ,801
2818,corredor,NOUN,801
2819,lata,NOUN,801
2820,arreglo,NOUN,801
2821,podrã­ir,VERB,800
2822,mayor,PROPN,800
2823,jackson,PROPN,800
2824,ruso,NOUN,799
2825,alerta,NOUN,799
2826,acostumbrado,ADJ,799
2827,debes,PROPN,798
2828,espós,ADJ,798
2829,discusión,NOUN,798
2830,castillo,NOUN,798
2831,smith,PROPN,797
2832,ordenador,NOUN,797
2833,caro,ADJ,797
2834,prioridad,NOUN,796
2835,elemento,NOUN,796
2836,lily,PROPN,795
2837,implicar,VERB,794
2838,novela,NOUN,794
2839,dibujo,NOUN,793
2840,mágico,ADJ,793
2841,estrategia,NOUN,793
2842,senador,NOUN,792
2843,encuentra,NOUN,791
2844,síntoma,NOUN,791
2845,vela,NOUN,791
2846,interrogar,VERB,791
2847,pleno,ADJ,790
2848,confundir,VERB,790
2849,don't,PROPN,790
2850,aparentemente,ADV,789
2851,solas,NOUN,789
2852,impuesto,NOUN,789
2853,corriente,NOUN,789
2854,iglesia,PROPN,788
2855,salvaje,ADJ,788
2856,got,PROPN,788
2857,club,PROPN,787
2858,arena,NOUN,787
2859,básicamente,ADV,787
2860,annie,PROPN,786
2861,vida.\nno,NOUN,786
2862,oeste,NOUN,786
2863,cole,PROPN,786
2864,humanidad,NOUN,786
2865,gracias.\nde,VERB,785
2866,humo,NOUN,785
2867,veneno,NOUN,785
2868,little,PROPN,785
2869,rodeado,ADJ,784
2870,helado,NOUN,782
2871,rosa,PROPN,781
2872,refugio,NOUN,781
2873,apreciar,VERB,781
2874,lectura,NOUN,780
2875,come,PROPN,779
2876,carl,PROPN,779
2877,fuerza,PROPN,779
2878,romántico,ADJ,778
2879,historial,NOUN,778
2880,educación,NOUN,778
2881,escritorio,NOUN,777
2882,acusación,NOUN,777
2883,algo.\nno,NOUN,777
2884,traficante,NOUN,777
2885,payaso,NOUN,776
2886,ambiente,NOUN,775
2887,vídeo,NOUN,775
2888,espacial,ADJ,775
2889,tripulación,NOUN,775
2890,can,PROPN,775
2891,tim,PROPN,774
2892,experimentar,VERB,774
2893,quién,NOUN,773
2894,borde,NOUN,773
2895,orgullo,NOUN,772
2896,estómago,NOUN,772
2897,instinto,NOUN,771
2898,nosotra,NOUN,771
2899,horario,NOUN,771
2900,sí.\nsí,PROPN,771
2901,camiseta,NOUN,770
2902,distrito,NOUN,770
2903,grito,NOUN,769
2904,35,NUM,769
2905,quejar,VERB,769
2906,literalmente,ADV,768
2907,dã³nde,PRON,767
2908,lenguaje,NOUN,767
2909,ubicación,NOUN,767
2910,examinar,VERB,767
2911,asistir,VERB,767
2912,refiero,ADJ,766
2913,divorcio,NOUN,766
2914,garganta,NOUN,766
2915,hablado,ADJ,766
2916,símbolo,NOUN,765
2917,vez.\nno,NOUN,765
2918,secuestro,NOUN,765
2919,guerrero,NOUN,764
2920,queja,NOUN,764
2921,haré,AUX,764
2922,oficina,PROPN,763
2923,ir tú,VERB,763
2924,asegurar él,VERB,762
2925,misterio,NOUN,762
2926,impresionante,ADJ,762
2927,48,NUM,761
2928,lleva,ADJ,761
2929,forzar,VERB,761
2930,pescar,VERB,760
2931,diré,VERB,760
2932,contrario,ADJ,759
2933,fase,NOUN,759
2934,diseñar,VERB,759
2935,martes,NOUN,759
2936,personalidad,NOUN,759
2937,obsesionado,ADJ,759
2938,habrã,PROPN,759
2939,alemán,ADJ,759
2940,jenny,PROPN,758
2941,gasto,NOUN,757
2942,miami,PROPN,757
2943,representante,NOUN,756
2944,hartar,VERB,756
2945,prostituta,NOUN,755
2946,maã±án,ADJ,754
2947,estarás,NOUN,754
2948,salto,NOUN,753
2949,transmitir,VERB,753
2950,aparato,NOUN,753
2951,rifle,NOUN,753
2952,pulmón,NOUN,752
2953,gratis,PROPN,752
2954,lealtad,NOUN,751
2955,prís,ADJ,751
2956,cuanta,NOUN,751
2957,vaca,NOUN,751
2958,moto,NOUN,751
2959,rescatar,VERB,750
2960,déjame,NOUN,750
2961,texas,PROPN,750
2962,batería,NOUN,750
2963,capa,NOUN,750
2964,desconocido,ADJ,749
2965,china,PROPN,749
2966,pequeã±o,PROPN,749
2967,qué?\nporque,PRON,749
2968,razã³n,PROPN,749
2969,alquilar,VERB,748
2970,wayne,PROPN,748
2971,crema,NOUN,748
2972,adolescente,NOUN,747
2973,â¿no,PROPN,747
2974,últimamente,ADV,746
2975,ponerte,NOUN,746
2976,seco,ADJ,746
2977,gobernador,NOUN,746
2978,eléctrico,ADJ,746
2979,ios,PROPN,746
2980,sentar yo,VERB,745
2981,reciente,ADJ,745
2982,maggie,PROPN,745
2983,estarás,PROPN,744
2984,hechizo,NOUN,744
2985,tí,PRON,743
2986,tomo,VERB,743
2987,fiebre,NOUN,743
2988,dã³lar,NOUN,743
2989,biblioteca,NOUN,743
2990,nuestro,PRON,742
